,alpha_001,alpha_002,alpha_003,alpha_004,alpha_005,alpha_006,alpha_007,alpha_008,alpha_009,alpha_010,alpha_011,alpha_012,alpha_013,alpha_014,alpha_015,alpha_016,alpha_017,alpha_018,alpha_019,alpha_020,alpha_021,alpha_022,alpha_023,alpha_024,alpha_025,alpha_026,alpha_027,alpha_028,alpha_029,alpha_030,alpha_031,alpha_032,alpha_033,alpha_034,alpha_035,alpha_036,alpha_037,alpha_038,alpha_039,alpha_040,alpha_041,alpha_042,alpha_043,alpha_044,alpha_045,alpha_046,alpha_047,alpha_048,alpha_049,alpha_050,alpha_051,alpha_052,alpha_053,alpha_054,alpha_055,alpha_056,alpha_057,alpha_058,alpha_059,alpha_060,alpha_061,alpha_062,alpha_063,alpha_064,alpha_065,alpha_066,alpha_067,alpha_068,alpha_069,alpha_070,alpha_071,alpha_072,alpha_073,alpha_074,alpha_075,alpha_076,alpha_077,alpha_078,alpha_079,alpha_080,alpha_081,alpha_082,alpha_083,alpha_084,alpha_085,alpha_086,alpha_087,alpha_088,alpha_089,alpha_090,alpha_091,alpha_092,alpha_093,alpha_094,alpha_095,alpha_096,alpha_097,alpha_098,alpha_099,alpha_100,alpha_101,alpha_102,alpha_103,alpha_104,alpha_105,alpha_106,alpha_107,alpha_108,alpha_109,alpha_110,alpha_111,alpha_112,alpha_113,alpha_114,alpha_115,alpha_116,alpha_117,alpha_118,alpha_119,alpha_120,alpha_121,alpha_122,alpha_123,alpha_124,alpha_125,alpha_126,alpha_127,alpha_128,alpha_129,alpha_130,alpha_131,alpha_132,alpha_133,alpha_134,alpha_135,alpha_136,alpha_137,alpha_138,alpha_139,alpha_140,alpha_141,alpha_142,alpha_143,alpha_144,alpha_145,alpha_146,alpha_147,alpha_148,alpha_149,alpha_150,alpha_151,alpha_152,alpha_153,alpha_154,alpha_155,alpha_156,alpha_157,alpha_158,alpha_159,alpha_160,alpha_161,alpha_162,alpha_163,alpha_164,alpha_165,alpha_166,alpha_167,alpha_168,alpha_169,alpha_170,alpha_171,alpha_172,alpha_173,alpha_174,alpha_175,alpha_176,alpha_177,alpha_178,alpha_179,alpha_180,alpha_181,alpha_182,alpha_183,alpha_184,alpha_185,alpha_186,alpha_187,alpha_188,alpha_189,alpha_190,alpha_191
600309.XSHG,-0.046396719,-0.59257799,-0.72,1,-0.813489217,-0.643333333,0.119116331,0.302013423,6.39E-09,0.906666667,-55407399.11,0.639127517,0.168525137,0.99,-0.000481348,-0.952861953,0.075774722,1.024725275,0.024128686,2.677677678,0.578619048,-0.00076663,58.45303228,2.169812503,-1.6562,0.688128809,-538.0835401,73.03068427,1068981.947,,3.987496832,-2.044092766,-1.0296,0.961654074,0.206666667,0.912457912,-10.52162591,0.75,-0.036666667,170.9989278,-0.892976589,-0.493736382,12843362,1.15,0.002955556,0.967671013,31.41609181,-0.014303107,0.292035398,0.415929204,0.707964602,38.65333333,58.33333333,0.143333333,137.2763913,-1,461.5761769,65,6.7,25344843.31,-0.806779661,-0.372984321,68.09688769,-0.955782313,0.997562759,0.24431957,67.33649031,1.25E-06,0.846116268,378472462.4,11.27031119,32.46226374,-0.588628763,1.542390572,0.75862069,0.717337805,0.728187919,45.89345573,71.27988564,-31.18184645,39925113.21,34.45321093,-0.798634812,265216141,0.175,1,-1.922033898,0.252824427,0.455717131,-0.878787879,-0.330880713,-0.666666667,3.15,313045434,539442110.7,423.8079372,14461407.86,-13.93,-0.843333333,12335315.94,1,47.08909965,5,-0.093341385,0.278731039,8.28,-0.03927,-0.598923037,1.009852871,281.5628816,2576850.419,52.4137931,-0.536146112,-2.096217635,0.908228775,0.439,0.175476074,184.3984962,0.801995352,0.310606061,-0.908382923,0.002797108,1,0.210629924,0.357433962,41.02,2.495247148,69.82358668,2.07,0.696263736,0.352750112,1499424046,90,4991615.816,1.146787666,-0.013562686,-19.70835031,,-0.290628989,0.648464164,-0.260273973,-0.063104,14.27628599,1.03E-11,22.14542759,0.04075478,0.427494172,-1,0.641836663,1637599620,4.691166473,0.021504607,39.70354167,-1,323592.5906,-0.895973154,0.266666667,0.025103583,-2346.438238,0.877653543,1.6475,0.375464595,0.983221477,133.657201,,-0.001544206,6.63,-1.018646176,0.08657915,-0.482213769,-1.126180326,65.7026187,47.41807868,1.239514904,1.75,0.648033407,95,-499625.2611,0.180533752,-0.766666667,-0.003498282,5,,1.805525727,0.52,63.06518086,20.47,-35.03459134,1.266388889,-0.407383228,0.667877159
600332.XSHG,-0.966061166,-0.478752149,2.03,-1,-0.597614305,-0.643333333,0.085083893,0.261744966,8.16E-09,0.886666667,-3138294.42,0.533892617,0.090281238,0.63,-0.00477707,-0.881355932,0.356618106,1.017073171,0.016786571,2.457002457,0.250333333,0.001796274,54.7827186,0.95017772,-1.5092,0.505806407,599.6590432,80.7014175,381719.7789,,2.287128938,-1.685270262,-0.232,0.97764011,0.153333333,0.787878788,-5.983015572,0.61,0.34,176.9852867,-0.705685619,-0.453279411,67107957,1.866666667,0.032511111,0.983668621,33.57322509,-0.103910512,0.339001063,0.321997875,0.660998937,29.77,58.33333333,0.586666667,1.214208201,-1,343.8406516,55,3,44079703.19,-0.647457627,0.062696248,65.57988226,-0.931972789,0.993871569,0.616621984,55.49778569,8.89E-07,0.449946179,255166555.1,4.074133987,36.82511922,-0.387959866,1.211649832,0.655172414,0.825045697,0.231543624,60.17196118,60.35514165,-54.57623924,17350555.56,39.07093202,-0.542662116,91481128,0.01875,0.15,-1.796610169,0.027093596,0.432469164,-0.841750842,-0.4706466,-1,5.11,102668203,300794150.1,293.4080621,8562239.529,-5.53,-0.763333333,8003749.72,1,43.94370639,10,0.459065623,-0.683204347,0.99,-0.021941333,-0.615984617,0.973050716,100.2523129,475265.4635,42.58675079,-0.538095734,-1.042949052,0.738573092,0.166015038,0.131835938,113.1628788,0.481503316,0.312741313,-0.774200028,0.000501045,1,0.216731862,0.335165394,37.46666667,0.398089172,68.52192019,1.82,0.46037037,0.096275741,603525257.3,85,1204340.698,1.006386893,-0.005744025,-5.965555556,,-0.143600623,0.757679181,-0.058219178,-0.006280556,23.0147126,3.21E-11,41.33293286,0.001376634,0.124493007,-1,0.161489124,582081946,0.229893182,0.001494197,36.91708333,-1,307018.5795,-0.788590604,0.346666667,0.018385292,-2980.70915,0.484668641,1.190833333,0.893749797,0.89261745,1232.820179,,-0.000543306,4.52,-0.929786327,0.010984309,-0.297258667,-1.752976865,46.6149469,41.69769868,0.58719872,1.281666667,0.321903699,95,-61847.11385,0.101358269,-15535995,-0.003498282,9,,0.766979866,0.95,30.13047196,9.29,-39.12199662,0.634166667,0.003661893,0.760893158
600339.XSHG,-0.463730025,-0.388888889,0.18,1,-0.975900073,-0.643333333,0.790671141,0.563758389,1.36E-10,0.145,27235199.62,0.030201342,-0.002565072,0.1,0.00228833,-0.579124579,0.983762867,1.02293578,0.022421525,0,0.010619048,-0.000906452,65.73088258,0.098250426,-0.4016,0.734450561,-328.2921521,69.58564431,0,,3.861828061,-1.60592778,-0.057333333,0.962817638,0.116666667,0.269360269,-2.158918045,-0.18,0.043333333,232.0475215,-0.023411371,-0.012768269,66359421,0.45,0.181066667,0.956044469,39.20038889,-0.23879406,0.27826087,0.443478261,0.72173913,3.55,75,0.146666667,11.51595251,1,237.2861013,80,1.07,76336383.8,-0.32,-0.890384363,74.83891605,-0.554421769,0.97309417,2.764976959,62.98523738,1.33E-08,0.852564103,48778955.02,10.44160132,41.40326337,0.415384615,1.417946128,0.620689655,0.506775311,0.211409396,38.26968044,71.25630906,0.107165654,29456173.25,43.7495472,-0.631399317,328874363,0.4875,1,-0.327966102,0.208672087,0.057003861,-0.437710438,-0.0446767,-0.239057239,0.23,267163804,46641473.25,314.6569383,9949613.595,-0.88,-0.51,9901250.431,1,57.4653092,15,-0.006847434,0.083068146,0.77,-0.318921259,-0.827531873,1.091899388,217.7777778,-7218582.068,46.93877551,-0.319738045,-0.154716817,0.226276298,0.042714286,0.009460449,146.7889908,-0.476373221,7.296296296,-0.206678124,0.004359891,1,0.539654003,4.710537634,4.426666667,0,73.52943689,0.26,0.8085,0.840577779,115531055.3,55,4777104.6,1.039644524,-0.253321131,1.596831683,,-0.496708101,,-0.962328767,-0.287662245,19.88893177,1.30E-10,25.48015863,0.008163053,0.045710956,1,0.822767429,183883910.4,0.169106531,0.013442864,4.263958333,-1,1140582.002,-0.364548495,1.03,0.044843049,-2758.07819,0.060558405,0.1675,0.480388004,0.473154362,12655.74663,,-0.00575684,0.72,-1.496934799,0.010299326,0.131911098,-2.740422431,72.59601491,5.959824381,0.11875202,0.153333333,0.47245986,70,855515.6979,0.350192251,-0.45,-0.003498281,5,,0.900480984,0.353333333,65.22582063,1.56,30.9338916,0.053611111,0.82944792,0.935102136
600340.XSHG,0.761073453,-0.891636067,-1.01,-1,-0.606339063,-0.643333333,0.59832774,0.255033557,1.25E-08,0.83,-37121477.91,0.402897092,-0.259118404,1.22,0.009478673,-0.296296296,0.818960949,1.038632046,0.037195122,3.470031546,0.225619048,-0.002037937,61.94446781,1.08762026,-1.194444444,-0.251379103,-75.92211693,79.91167504,906382.2334,,5.99165208,-0.097579869,-0.42968,0.943470528,0.346666667,0.057239057,-2.87233156,-1.13,0.746666667,238.3551641,-0.739130435,-0.358625849,16990516,0.383333333,0.072833333,0.943959604,33.50369714,-0.097877905,0.232009926,0.535980149,0.767990074,28.88333333,66.66666667,0.86,96.88315147,-1,298.2414992,65,3.35,-2757256.752,-0.827118644,-0.358756087,81.75405289,-0.35,0.96671748,3.442838371,71.3966375,1.28E-06,0.881711409,333931667.1,11.70393915,35.50146081,0.004013378,0.265185185,0.689655172,0.692722119,0.098305085,76.45197475,78.29098087,6.027701745,20027098.4,37.11191783,-0.030716724,134980901,0.125,-1.15,-1.572397094,0.207658321,0.316530597,-0.202020202,-0.16180602,-0.821548822,1.41,171821655,244737839.1,284.4791183,8687690.008,-12.13,-0.066666667,7231117.403,1,53.26483712,5,0.090227794,-0.393543298,5.64,-0.17955463,-0.931243466,1.103415003,289.6381579,-4037993.301,68.56649396,-0.083567635,-0.82362197,0.86551437,0.256879699,0,214.8993289,0.25071708,0.461538462,-0.879993023,0.002161992,-1,0.162885717,0.653717421,32.54333333,0,72.95768346,0.91,5.07375,0.929530201,579010680.7,95,3596862.413,1.104433277,-0.130287102,22.38394649,,-0.165619198,0.42662116,-0.503424658,-0.589779167,21.81781427,1.54E-11,27.67675809,0.053244655,0.260751748,-1,0.209234555,850041239.1,2.827503202,0.019088954,30.961875,-1,1158803.85,-0.704697987,0.395,0.039329268,-2412.361655,0.465979938,1.24,0.825300544,0.120805369,290.9856447,,-0.002756812,4.88,-1.36917673,0.065920566,-0.496958867,-3.47415324,68.08770402,36.90223955,0.769734484,1.353333333,-0.40734443,100,949078.3949,0.059188224,-0.883333333,-0.003498282,8,,0.385167785,0.24,73.39509423,11.92,-1.211358708,0.607777778,-0.744347708,0.109184342
600346.XSHG,-0.179638194,-1.572086899,-0.16,1,-0.9,-0.14,0.380878076,0.714765101,1.02E-09,0.61,-2447950.944,0.280536913,-0.03579451,0.24,0.002010724,-0.212121212,0.837022822,1.016,0.015748031,0.594059406,0.118380952,-0.002216961,46.42099802,0.426853698,-1.121244444,0.544422728,-116.3262835,89.5495069,69145.20594,,3.909090909,-1.210658783,-0.44544,0.962379703,0.14,0.097643098,-2.782919775,-0.28,0.186666667,133.7929354,-0.488294314,-0.219515805,-13478090,0.45,0.179238889,0.963486986,30.43171426,-0.079270119,0.292682927,0.414634146,0.707317073,9.766666667,41.66666667,0.59,32.48442101,-1,380.5622791,50,1.78,42545866.13,-0.4,0.11422232,79.07069173,-0.696428571,0.984142607,1.611290143,63.35718144,2.07E-07,0.333333333,51587643.83,8.501928211,35.72834357,0.146488294,0.147710438,0.586206897,0.716996752,0.216949153,50.75689419,72.03145458,-21.71022775,9664778.529,38.47684899,-0.194539249,36609351,0.05625,1,,0.163358779,0.183185882,-0.121212121,-0.108004459,-0.316498316,2.56,43826593,66853988.12,362.2281776,5135554.849,-2.75,-0.146666667,4375188.003,1,53.0524802,10,0.151555195,-0.532516076,2.14,-0.223065046,-0.906645442,1.012405427,172.4489796,-2200655.213,49.7716895,-0.146221667,-0.208911351,0.626359233,0.115135338,0.008544922,124.5714286,-0.385681084,0.441860465,-0.352348993,0.001823763,-1,0.349585349,0.140952381,15.08333333,0,70.06420818,0.55,2.833448276,0.714004991,135347200.5,60,896607.27,1.037492385,-0.048647732,5.28,,-0.072249107,0.791808874,-0.448630137,-0.5557125,33.30358774,8.60E-11,29.92263348,0.009059572,0.111990093,1,0.62176076,175561598.6,0.56624947,0.012706274,14.68354167,-1,139988.5752,-0.325503356,0.663333333,0.032152231,-3885.08154,0.249919072,0.404166667,0.897044237,0.365771812,4496.815207,,-0.004843076,1.64,-1.234567427,0.030346755,-0.193780564,-43.60360188,61.97522822,18.23724564,0.219179428,0.358333333,0.027567147,70,249639.5282,0.160535117,-0.933333333,-0.003498282,5,,0.472785235,0.31,50.36288975,3.84,22.94084471,0.256666667,-1.965041217,-0.17882036
600352.XSHG,-0.70606854,-1.018181818,0.66,-1,-0.516046847,-0.643333333,0.429725951,0.516778523,2.82E-10,0.01,-22608271.06,0.231230425,0.012356878,0.37,-0.001808318,-0.696969697,0.769923182,1.034547152,0.033393502,3.454715219,0.112809524,0.001172502,65.71229497,0.417871693,-0.901444444,0.743123193,-21.85469875,89.39818892,1421551.953,,4.233301976,-1.175022064,-0.08692,0.959386282,0.36,0.562289562,-0.698938648,0.03,0.23,276.2599539,-0.344481605,-0.203469074,257136300,1.55,0.00875,0.967556032,25.69578888,-0.232122538,0.169398907,0.661202186,0.830601093,6.233333333,66.66666667,0.37,27.8177021,1,482.3869921,70,12.62,136239273.1,-0.863333333,0.225610981,86.4419486,-0.892857143,0.985559567,1.465201465,70.26206434,3.53E-08,0.764044944,168056585.1,7.795208561,28.29014785,0.259531773,1.516734007,0.689655172,0.703424982,0.559322034,81.20381567,78.63912737,-42.84473581,43499897.38,30.42997001,-0.740614334,465337543,0.05625,-0.02,-1.385956416,0.139917695,0.110915186,-0.696969697,-0.133088071,-0.533333333,0.63,523094248,171754343.8,417.3347579,19160389.3,-2.82,-0.85,15223393.88,1,45.83591207,5,0.133673991,-0.467955244,1.36,-0.157250185,-0.429051767,0.992421856,209.3167702,-9004295.492,64.93506494,-0.194962222,-0.713651141,0.940147232,0.058969925,0.054931641,179.7687861,0.088453036,1.204724409,-0.675860691,0.002318272,1,0.182378572,1.95892944,11.03666667,0,69.08306705,0.27,1.527874016,0.38590604,447126854,90,4082159.325,1.079744614,-0.092569414,0.108169014,,-0.402475714,1,-0.835616438,-0.0546,18.81270428,3.13E-11,26.81689572,0.043871794,0.053817016,1,0.646434165,454138592.1,0.770923993,0.014345721,10.72052083,-1,625268.0686,-0.577181208,0.62,0.013537906,-4056.220525,0.108547058,0.268333333,1,0.61409396,8031.990359,,-0.000988892,1.27,-0.96481417,0.013074183,-0.524918638,-13.74911045,70.73020813,13.71940918,0.224816221,0.27,0.381643641,95,74408.98011,0.57834505,-41148166,-0.003498282,7,,1.38803132,0.84,71.35355864,2.67,-39.76191883,0.260277778,-0.719682215,0.84497626
600362.XSHG,-0.162718925,-0.863546473,0.23,1,-0.969345491,-0.643333333,0.825850112,0.684563758,1.01E-09,0.62,-44758076.03,0.151275168,-0.032283922,-0.13,0.014511041,-0.922558923,1.211774909,0.991980259,-0.008019741,0.311915159,0.191857143,-0.00426488,64.43140944,0.6743954,-0.721811111,0.750455635,-26.79866066,59.27425326,131680.7704,,5.592645288,-1.386808999,-0.27972,0.947035655,0.666666667,0.892255892,-2.310487747,-0.49,0.453333333,222.2284638,-0.725752508,-0.43620155,119436328,0.85,0.366711111,0.952671538,37.88847012,-0.24901928,0.290874525,0.418250951,0.709125475,11.33,66.66666667,0.346666667,51.62037414,1,475.007734,70,3.16,42012108.53,-0.831666667,-0.874969083,76.07613797,-0.619047619,0.986525705,1.365833158,70.74871685,1.61E-07,0.704379562,302157445.6,12.36242939,39.30546485,0.020735786,1.478989899,0.655172414,0.739439016,0.2,56.66149624,75.23386864,-42.50524168,32130116.82,41.07599836,-0.470989761,280053431,0.25,-0.23,-1.413075061,0.237875289,0.303970609,-0.508417508,-0.233478261,-0.933333333,1.62,243558655,312193137.4,539.1094548,18602672.27,-3.47,-0.263333333,18707262.63,-1,52.67893511,5,0.068131516,0.112823385,3.09,-0.609673556,-0.950087738,0.983338607,270.8333333,-1389605.829,59.5959596,-0.024830204,-0.122582557,0.394655183,0.170774436,0.030761719,172.2054381,-0.132260076,1.213483146,-0.75629844,0.002707899,-1,0.056622308,1.343427495,16.03666667,0.80197409,68.03730486,0.8,0.600551471,0.843847194,445036159.6,70,7261791.385,1.066553713,-0.248795937,2.862222222,,-0.340816352,,-0.753424658,-0.183333333,11.33706631,2.59E-11,46.73605276,0.025761237,0.167205711,-1,0.391554521,677017631.3,0.99043384,0.008736244,15.31895833,-1,667379.9819,-0.498327759,0.405,0.02300995,-2697.575569,0.168336991,0.625,0.404874114,0.308724832,1821.18241,,-0.006743134,3.16,-1.431532906,0.029542171,0.239028492,-2.083333333,74.78200736,19.4189133,0.306823779,0.613333333,0.873250252,75,612610.5142,0.425579596,-0.933333333,-0.003498281,1,,1.464250559,0.983333333,68.68766355,5.48,-28.64131767,0.373055556,-1.114500971,0.701597799
600369.XSHG,0.299014644,-0.607954545,0.56,-1,-0.97312368,-0.14,0.021644295,0.872483221,1.27E-10,0.193333333,-13376365.64,0.173870246,0.00166938,0.12,-0.027027027,-0.750841751,0.906907347,1.022181146,0.021699819,6.142034549,0.151952381,-0.006375933,56.73091261,0.541662327,-0.222055556,0.654605361,-218.911918,75.48409629,6309505.658,,10.67378252,-1.259054124,-0.1668,0.903556359,0.45,0.821548822,-1.697072201,-0.07,-0.453333333,221.6286972,-0.568561873,-0.347505435,611056576,0.916666667,0.161888889,0.924050633,31.67908385,-0.132059324,0.249134948,0.501730104,0.750865052,6.28,66.66666667,0.563333333,37.18593451,1,823.2373627,60,1.59,336334476.3,-0.753333333,-0.14924091,70.78402326,-0.761904762,0.987944545,1.220256254,68.9590672,1.59E-08,0.905660377,390137439.7,23.16258352,37.55240265,-0.559197324,1.228114478,0.620689655,0.876015265,0.399328859,57.70624683,71.9054375,-64.64812244,124984254,41.33818017,-0.706484642,929944265,0.2625,0.02,-1.511864407,0.44386423,0.216777953,-0.750841751,-0.019130435,-0.666666667,0.3,794368116,475910068.6,878.7036465,73451514.57,-2.61,-0.766666667,84297860.91,1,41.73820631,5,0.072918469,0.496093598,1.7,-0.040029667,-0.793157621,1.190037874,265.1006711,-5560150.929,54.78927203,-0.594258739,-1.169706663,0.762966207,0.104097744,0.091552734,237.3333333,0.006586928,4.435897436,-0.771794065,0.008873703,-1,0.448396605,4.666666667,5.49,3.152364273,81.03057188,0.59,1.25125,0.395973154,527859864,90,35829047.26,1.129089159,-0.589301332,1.393333333,,-0.613855555,0.112627986,-0.842465753,-0.010353,14.67453634,4.89E-11,61.47202755,0.032576308,0.09541958,-1,-0.057775189,563969248.1,0.559795384,0.002157991,5.11,-1,3361448.496,-0.538461538,0.708333333,0.039783002,-1321.954497,0.127752918,0.381666667,0.299240043,0.795302013,1903.042901,,-0.012637481,2.02,-0.976758987,0.012559422,0.012722703,-3.018714631,87.03935375,7.457646703,0.171107084,0.468333333,0.372712282,95,-370186.0865,0.12058335,-102726639,-0.003498281,5,,0.726744966,0.27,70.32034784,3.18,-40.21371739,0.3125,-0.160353225,0.239345882
600372.XSHG,-0.752362817,-0.813664596,2.52,1,-0.997529844,-0.643333333,0.259071588,0.597315436,5.81E-09,0.02,12125853.29,0.517986577,0.003245046,0.64,-0.005966587,-0.818181818,0.900531118,1.039143731,0.037669217,5.988771054,0.248095238,-0.000248606,76.31185532,0.978310549,-1.373844444,0.218341987,-128.4351425,85.32372983,822092.5565,,6.922592826,-2.174513408,-0.76432,0.935256033,0.676666667,0.636363636,-6.287986681,-0.35,0.606666667,363.7711947,-0.712374582,-0.404170956,94756797,1.666666667,0.555777778,0.943833382,29.4822,-0.266907999,0.199541284,0.600917431,0.800458716,14.16333333,83.33333333,0.703333333,67.53921376,1,463.4966342,85,5.28,44308149.44,-0.96,-0.617808793,93.41842007,-0.989285714,0.976947224,2.359674666,70.91040223,7.37E-07,0.876967096,67366367.53,14.11939212,35.50715065,0.018729097,1.232996633,0.655172414,0.857977455,0.577181208,60.8457924,83.30186292,-30.84482193,11965229.78,38.97288888,-0.66552901,166038824,0.16875,-0.23,,0.266020864,0.419952204,-0.740740741,-0.405986622,-1,0.86,133022909,91266076.52,460.9497067,4206111.878,-4.78,-0.57,5271161.586,1,49.97264445,10,0.025420218,-0.265641667,3.57,-0.08497225,-0.488572893,1.008690283,268.6084142,-4039525.761,81.75895765,-0.213561734,-0.691069732,0.652503362,0.195383459,0.030761719,226.0115607,0.529595828,0.379120879,-0.854605257,0.002550129,1,0.370586278,1.482756052,16.84333333,0,82.31357638,0.28,1.622848101,0.681208054,167789008.1,70,2379513.455,1.054398867,-0.121813007,3.649586777,,-0.268705162,,-0.719178082,-0.186566667,22.16243626,6.45E-11,40.3142877,0.028703903,0.18138986,1,0.095597307,231212361.2,0.886234029,0.005293438,16.03572917,-1,266289.4868,-0.731543624,0.443333333,0.02707475,-2266.904652,0.15169521,0.713333333,1,0.399328859,1372.463772,,-0.00872154,2.79,-1.270463091,0.03129266,-0.626423465,-40.79628385,97.63246035,20.34053052,0.491529608,0.796666667,-0.260150304,80,188380.8825,0.16230974,-0.966666667,-0.003498281,8,,0.328624161,0.303333333,72.66075446,6.99,-30.78207836,0.576111111,-1.986637861,0.72610118
600383.XSHG,-0.844983573,0.299925317,1.19,-1,-0.662122192,-0.643333333,1.03598434,0.161073826,3.06E-09,0.483333333,64785295.23,0.215391499,-0.056337814,1.4,-0.00323363,-0.96969697,0.795180937,1.124444444,0.110671937,11.1599297,0.139571429,0.010844479,65.78966353,0.63570849,-1.107766667,-0.079580904,-77.42132167,96.87417269,8001671.939,,11.3556338,-2.34440711,-0.240533333,0.898023715,0.213333333,0.885521886,0.569597641,-1.43,0.256666667,322.5253341,-0.615384615,-0.493328198,179845697,2,0.494933333,0.915143281,33.92762932,-0.299170797,0.220108696,0.559782609,0.779891304,10.49333333,66.66666667,0.776666667,35.84016196,1,641.9426742,70,2.63,138077736.9,-0.766101695,-0.996243273,87.62832645,-0.832142857,0.927272727,7.843137255,72.61290502,1.86E-07,0.851405622,336447338.5,14.38043929,36.03051108,-0.341137124,1.679292929,0.793103448,0.760332925,0.26440678,225.6062319,79.60242915,84.21839498,39283083.31,37.23516621,-0.989761092,375644030,0.10625,-0.28,-1.688135593,0.197916667,0.230602551,-0.96969697,-0.372084727,-0.845117845,0.74,432217360,248738702.9,435.2361409,24439741.2,-4.93,-0.986666667,19894608.76,1,61.88006555,5,0.016675491,0.193263281,2.09,-0.237960185,-0.902501261,1.267672649,189.2255892,-13279799.4,61.51202749,-0.294034272,-0.205909164,0.96342741,0.052954887,0.007568359,176.2376238,0.308984751,1.378378378,-0.77719164,0.002120206,-1,0.087687374,1.58962963,12.58666667,0,68.34235372,0.56,0.472293578,0.928081345,412416718,95,11817959.26,1.09154136,-0.475678016,6.485123153,,-0.692734975,0.064846416,-0.410958904,-0.07665,18.20683791,5.39E-11,32.18309243,0.046236256,0.035218531,1,0.182191932,902464264.3,0.960447008,0.01126597,11.5765625,-1,4932959.257,-0.913043478,0.423333333,0.051383399,-2301.782016,0.127350004,0.453333333,1,0.234899329,1311.503784,,-0.003463627,2.35,-1.979541705,0.007829484,-0.005360858,-1.606512873,26.69489036,14.87553521,0.246743458,0.556666667,0.89546907,100,1622959.247,0.397379018,-1,-0.003498282,4,,0.771532438,0.243333333,28.19827543,4.98,25.64391629,0.428611111,-0.788138932,0.836825558
600390.XSHG,0.234193146,-1.142397943,0.55,1,-0.983415102,-0.14,0.066135347,0.953020134,4.08E-10,0.45,-34388342.63,0.39041387,0.016757517,0.28,-0.016456922,-0.68013468,0.647194473,1.027805362,0.02705314,3.190428714,0.243809524,-0.006292449,67.44946698,0.927055039,-0.680622222,0.752760884,-404.9286669,71.35288933,730817.5633,,8.718487395,-1.863963343,-0.140246667,0.919806763,0.646666667,0.65993266,-5.57813382,0.08,-0.13,357.6284783,-0.752508361,-0.407311526,79848047,0.85,0.095566667,0.932538245,32.87090059,-0.118922861,0.240549828,0.518900344,0.759450172,12.50666667,75,0.696666667,43.92568326,-1,656.1019804,80,3.48,31706959.67,-0.786666667,0.033970787,81.06092523,-0.871428571,0.990177134,0.992031225,74.17915272,1.74E-07,0.875177305,113529877.8,21.78261509,36.37204249,-0.076254181,1.073501684,0.75862069,0.968007491,0.152542373,44.17751358,80.15414026,-51.05507942,24900982.6,38.97252215,-0.972696246,267554625,0.25,-0.02,-0.783535109,0.441504178,0.369985641,-0.68013468,-0.069721293,-0.666666667,0.88,270009172,162680891.3,806.5288613,11318972.88,-3.97,-0.97,15477964.82,1,39.60508624,10,0.199166933,0.016247325,3.17,-0.0018865,-0.833119857,1.106844987,303.9215686,-2099322.636,68.76712329,-0.365221516,-0.993563942,0.719039333,0.200721805,0.117919922,166.9354839,-0.323360354,0.75,-0.862195399,0.006493347,1,0.420536991,2.158333333,10.25333333,0,79.0800334,0.57,1.433374233,0.187919463,209158410.6,70,7333606.267,1.128810292,-0.409402904,0.863825137,,-0.555750548,,-0.780821918,-0.046261444,11.67555894,1.32E-10,50.95438656,0.043745911,0.190358392,-1,0.205384545,234868626,1.0592363,0.018279995,9.651770833,-1,-259652.8702,-0.732441472,0.395,0.049275362,-1383.614218,0.163625733,0.7175,0.627254924,0.55704698,3217.799268,,-0.010740095,3.08,-1.032447917,0.032590981,0.172560412,-3.314622675,77.1846974,13.40377658,0.341189812,0.791666667,0.771432448,80,44349.58955,0.014947785,-0.875,-0.003498281,6,,0.628277405,0.343333333,71.15120268,7.05,-22.6740909,0.483333333,-0.693756766,0.197740075
